0.793067	0.609135	
0.78599	0.61824	
0.788923	0.614493	
0.783702	0.621137	
0.784331	0.620343	
0.793624	0.608409	
0.790927	0.61191	
0.792632	0.6097	
0.797846	0.602862	
0.789808	0.613355	
0.783789	0.621027	
0.799597	0.600537	
0.789517	0.613728	
0.793074	0.609125	
0.789033	0.61435	
0.80257	0.596559	
0.803017	0.595957	
0.804539	0.5939	
0.810811	0.585308	
0.815397	0.578902	
0.813435	0.581655	
0.814418	0.580278	
0.818899	0.573938	
0.820356	0.571854	
0.816654	0.577127	
0.825253	0.564764	
0.823197	0.567757	
0.821457	0.570271	
0.822365	0.56896	
0.826579	0.562821	
0.829552	0.558429	
0.827126	0.562016	
0.834123	0.551578	
0.833982	0.551792	
0.83084	0.556511	
0.838659	0.544657	
0.839959	0.542651	
0.842061	0.539382	
0.841372	0.540456	
0.84507	0.534655	
0.843246	0.537528	
0.845443	0.534065	
0.84462	0.535366	
0.844532	0.535505	
0.844056	0.536255	
0.84342	0.537255	
0.843658	0.536881	
0.850804	0.525483	
0.845963	0.533242	
0.851133	0.52495	
0.849583	0.527455	
0.8463	0.532707	
0.853335	0.521364	
0.856765	0.515707	
0.854201	0.519943	
0.856896	0.515489	
0.85388	0.520469	
0.861248	0.508184	
0.859828	0.510584	
0.863627	0.504132	
0.864718	0.502258	
0.866005	0.500036	
0.863968	0.503546	
0.866876	0.498523	
0.870106	0.492865	
0.871932	0.489627	
0.872655	0.488338	
0.872236	0.489085	
0.87328	0.487219	
0.876935	0.480608	
0.878613	0.477534	
0.881603	0.471991	
0.884694	0.466172	
0.886309	0.463095	
0.888058	0.459732	
$
0.834508	0.548316	
0.39883	0.917025	
0.434199	0.900817	
0.414128	0.910218	
0.506506	0.862237	
0.516371	0.856365	
0.481915	0.876218	
0.512222	0.858853	
0.491965	0.870615	
0.441239	0.897389	
0.48377	0.875195	
0.497382	0.867532	
0.489679	0.871903	
0.51092	0.859628	
0.50826	0.861204	
0.441113	0.897452	
0.417607	0.908628	
0.501189	0.865338	
0.38109	0.924538	
0.511601	0.859223	
0.499718	0.866188	
0.357166	0.934041	
0.404396	0.914584	
0.387204	0.921994	
0.505674	0.862725	
0.43204	0.901854	
0.388697	0.921366	
0.518508	0.855073	
0.375911	0.926656	
0.503632	0.863918	
0.501174	0.865347	
0.423352	0.905965	
0.419782	0.907625	
0.450621	0.892716	
0.421511	0.906823	
0.501754	0.86501	
0.424876	0.905251	
0.421492	0.906832	
0.427466	0.904032	
0.406343	0.91372	
0.488717	0.872443	
0.510362	0.85996	
0.463466	0.886115	
0.500199	0.86591	
0.473141	0.880987	
0.491624	0.870808	
0.454148	0.890926	
0.480621	0.876928	
0.396007	0.918247	
0.47504	0.879964	
0.468524	0.883451	
0.388921	0.921271	
0.471006	0.88213	
0.373793	0.927512	
0.49937	0.866389	
0.488521	0.872552	
0.466332	0.88461	
0.524595	0.851352	
0.526441	0.850212	
0.524708	0.851283	
0.526385	0.850246	
0.534529	0.84515	
0.535216	0.844715	
0.536425	0.843948	
0.538192	0.842822	
0.53908	0.842255	
0.541403	0.840763	
0.542836	0.839839	
0.543317	0.839527	
0.543373	0.839492	
0.544509	0.838755	
0.547565	0.836763	
$
0.473939	0.878583	
0.931526	-0.363675	
0.942796	-0.33337	
0.938917	-0.344143	
0.94985	-0.312705	
0.927637	-0.373483	
0.922835	-0.385195	
0.949656	-0.313295	
0.946922	-0.321465	
0.928412	-0.371551	
